"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Michigan Mathematical Journal";25148;0,787128712871287;"00262285";"19452365";5;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Milan Journal of Mathematics";100147303;0,868421052631579;"14249286";"14249294";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Missouri Journal of Mathematical Sciences";25153;0,0394736842105263;"08996180";"10852581";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Monatshefte fur Mathematik";25167;0,714524207011686;"00269255";"14365081";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Moscow Mathematical Journal";19900192728;0,775280898876405;"16093321";"16094514";7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Nagoya Mathematical Journal";25200;0,557251908396947;"00277630";"21526842";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"New York Journal of Mathematics";25221;0,663608562691132;"10769803";"10769803";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Note di Matematica";21100244002;0,231481481481481;"11232536";"15900932";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Notices of the American Mathematical Society";145509;0,25214899713467;"00029920";"10889477";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Novi Sad Journal of Mathematics";21100197180;0,0979020979020979;"14505444";"24062014";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Numerical Algebra, Control and Optimization";21100283718;0,194630872483221;"21553289";"21553297";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Open Mathematics";21100369113;0,412393162393162;0;"23915455";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Opuscula Mathematica";21100205990;0,495934959349593;"12329274";"23006919";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Order";25744;0,436363636363636;"01678094";"15729273";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Osaka Journal of Mathematics";25746;0,46031746031746;"00306126";0;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Pacific Journal of Mathematics";25761;0,717357910906298;"00308730";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Panamerican Mathematical Journal";11100153312;0,102941176470588;"10649735";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Periodica Mathematica Hungarica";145603;0,454545454545454;"00315303";"15882829";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Portugaliae Mathematica";21100239257;0,529411764705882;"00325155";"16622758";"NO Top 10%";6;1;0;"NO Bottom 20%"
"Proceedings of the American Mathematical Society";24677;0,778016316015457;"00029939";"10886826";7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Edinburgh Mathematical Society";25960;0,564575645756458;"00130915";"14643839";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Indian Academy of Sciences: Mathematical Sciences";23177;0,293040293040293;"02534142";"09737685";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Proceedings of the Jangjeon Mathematical Society";12000154535;0,224137931034483;"15987264";"25087916";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Proceedings of the Japan Academy Series A: Mathematical Sciences";23299;0,425531914893617;"03862194";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Proceedings of the London Mathematical Society";24487;1,46770025839793;"00246115";"1460244X";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Royal Society of Edinburgh Section A: Mathematics";26378;1,03050847457627;"03082105";"14737124";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Steklov Institute of Mathematics";4700152488;0,261306532663317;"00815438";"15318605";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Proyecciones";5000153301;0,0789473684210526;"07160917";"07176279";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Publicacions Matematiques";25842;0,992592592592593;"02141493";"20144350";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Publicationes Mathematicae";26287;0,406528189910979;"00333883";"20642849";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques";11700154368;4,8125;"00738301";"16181913";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Publications de l'Institut Mathematique";12100156711;0,190677966101695;"03501302";"0522828X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Publications of the Research Institute for Mathematical Sciences";26334;0,75;"00345318";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Pure and Applied Mathematics Quarterly";11600153404;0,474576271186441;"15588599";"15588602";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Quaestiones Mathematicae";59030;0,370786516853933;"16073606";"1727933X";"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Quarterly Journal of Mathematics";26308;0,76;"00335606";"14643847";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Quasigroups and Related Systems";21100199806;0,0896551724137931;"15612848";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Ramanujan Journal";26323;0,628352490421456;"13824090";"15729303";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Rendiconti del Circolo Matematico di Palermo";12100155618;0,345;"0009725X";"19734409";"NO Top 10%";"NO 10% - 35%";4;0;"NO Bottom 20%"
"Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova";12200154726;0,415384615384615;"00418994";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Rendiconti dell'Istituto di Matematica dell'Universita di Trieste";21100229197;0,306818181818182;"00494704";"24648728";"NO Top 10%";"NO 10% - 35%";54;1;0
"Representation Theory";145217;0,863013698630137;0;"10884165";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Results in Mathematics";5000158124;0,625;"14226383";"14209012";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Revista Matematica Complutense";12100156621;0,926666666666667;"11391138";"19882807";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Revista Matematica Iberoamericana";26356;1,25886524822695;"02132230";0;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Revista de la Union Matematica Argentina";19900191818;0,307692307692308;"00416932";"16699637";"NO Top 10%";"NO 10% - 35%";19;1;0
"Ricerche di Matematica";8000153103;0,55;"00355038";"18273491";"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"Rivista di Matematica della Universita di Parma";21100332205;0,704545454545455;"00356298";"22842578";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Rocky Mountain Journal of Mathematics";26373;0,367753623188406;"00357596";"19453795";"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Russian Mathematical Surveys";26395;0,751004016064257;"00360279";"14684829";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Russian Mathematics";19700182651;0,0964083175803402;"1066369X";"1934810X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"SIAM Journal on Discrete Mathematics";26406;0,829007633587786;"08954801";"10957146";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SUT Journal of Mathematics";21100198505;0,17910447761194;"09165746";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Sbornik Mathematics";26456;0,541554959785523;"10645616";"14684802";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Science China Mathematics";19700166403;0,839443742098609;"16747283";"18691862";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Selecta Mathematica, New Series";147234;1,32198142414861;"10221824";"14209020";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Semigroup Forum";26468;0,463133640552995;"00371912";"14322137";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Siberian Advances in Mathematics";11700154399;0,191011235955056;"10551344";"19348126";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Siberian Electronic Mathematical Reports";21100199808;0,105924596050269;"18133304";"18133304";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";15;0
"Siberian Mathematical Journal";26870;0,25381679389313;"00374466";"15739260";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Studia Mathematica";26945;0,762857142857143;"00393223";"17306337";19;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Studia Scientiarum Mathematicarum Hungarica";26948;0,240506329113924;"00816906";"15882896";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Taiwanese Journal of Mathematics";57383;0,539130434782609;"10275487";0;"NO Top 10%";5;1;0;"NO Bottom 20%"
"Tatra Mountains Mathematical Publications";21100199716;0,0847457627118644;"12103195";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Thai Journal of Mathematics";19900192463;0,0510948905109489;"16860209";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Theoretical Computer Science";20571;0,473317865429234;"03043975";0;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Theory and Applications of Categories";145268;0,542056074766355;"1201561X";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Tohoku Mathematical Journal";27414;0,76;"00408735";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Tokyo Journal of Mathematics";21100274264;0,242774566473988;"03873870";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Topology and its Applications";27416;0,486274509803921;"01668641";0;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Transactions of the American Mathematical Society";24689;1,41575342465754;"00029947";"10886850";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Transformation Groups";27417;0,822727272727273;"10834362";"1531586X";4;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Turkish Journal of Mathematics";27428;0,314410480349345;"13000098";"13036149";"NO Top 10%";"NO 10% - 35%";13;1;0
"Ukrainian Mathematical Journal";130147;0,208454810495627;"00415995";"15739376";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Utilitas Mathematica";27928;0,146496815286624;"03153681";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Vestnik St. Petersburg University: Mathematics";21100200801;0,0380952380952381;"10634541";"19347855";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Vietnam Journal of Mathematics";21100286934;0,366037735849057;"2305221X";"23052228";"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
